subject,window_start_s,condition,eda_mean,eda_std,bvp_mean,temp_mean,acc_mag_mean
S6,1280.0,baseline,0.4031,0.0023,-5.4115,33.884,63.1818
S6,1285.0,baseline,0.3968,0.0023,5.6666,33.88,63.1471
S6,1290.0,baseline,0.3906,0.0028,-2.9545,33.872,63.1745
S6,1295.0,baseline,0.3866,0.0022,2.8836,33.861,63.1395
S6,1300.0,baseline,0.3827,0.0015,-0.2395,33.865,63.1993
S6,1305.0,baseline,0.3899,0.0096,-1.5695,33.868,63.2335
S6,1310.0,baseline,0.3964,0.0055,1.5262,33.858,63.2899
S6,1315.0,baseline,0.3891,0.0012,-1.8678,33.84,63.2525
S6,1320.0,baseline,0.3912,0.0029,9.2732,33.834,63.2111
S6,1325.0,baseline,0.3838,0.0014,-8.9067,33.837,63.2401
S6,1330.0,baseline,0.3782,0.0027,2.9022,33.833,63.3151
S6,1335.0,baseline,0.3756,0.0016,-2.5377,33.83,63.3337
S6,1340.0,baseline,0.376,0.004,3.6079,33.837,63.4687
S6,1345.0,baseline,0.407,0.0281,-12.9484,33.856,64.4368
S6,1350.0,baseline,0.3824,0.0061,5.9557,33.867,63.213
S6,1355.0,baseline,0.3999,0.0207,-6.3433,33.896,63.4445
S6,1360.0,baseline,0.4163,0.0073,13.3178,33.914,63.0526
S6,1365.0,baseline,0.4022,0.0051,-2.3925,33.926,63.7316
S6,1370.0,baseline,0.3944,0.014,-0.018,33.944,63.1629
S6,1375.0,baseline,0.3763,0.0025,0.9384,33.97,62.9783
S6,1380.0,baseline,0.3699,0.0019,-0.4242,33.958,62.8537
S6,1385.0,baseline,0.3668,0.002,-0.4814,33.974,62.9524
S6,1390.0,baseline,0.3669,0.0035,0.5878,33.98,62.8369
S6,1395.0,baseline,0.3647,0.0039,0.9597,33.986,62.9295
S6,1400.0,baseline,0.3699,0.0046,-3.7762,33.996,63.9812
S6,1405.0,baseline,0.3703,0.0073,0.3058,34.013,63.4282
S6,1410.0,baseline,0.3686,0.0062,-3.3623,34.015,63.3076
S6,1415.0,baseline,0.3586,0.0041,4.941,34.034,63.2566
S6,1420.0,baseline,0.3535,0.001,0.2019,34.038,63.0151
S6,1425.0,baseline,0.35,0.0024,-0.2183,34.04,63.1471
S6,1430.0,baseline,0.3461,0.0014,0.7031,34.042,63.0788
S6,1435.0,baseline,0.3405,0.0023,-0.1655,34.044,63.1153
S6,1440.0,baseline,0.335,0.0019,-0.5152,34.031,63.1752
S6,1445.0,baseline,0.3286,0.0018,0.635,34.03,62.9723
S6,1450.0,baseline,0.325,0.0031,-0.5292,34.035,62.9731
S6,1455.0,baseline,0.322,0.0014,0.4974,34.042,63.165
S6,1460.0,baseline,0.3203,0.0011,1.2808,34.034,63.1315
S6,1465.0,baseline,0.3168,0.001,-2.1743,34.028,62.9714
S6,1470.0,baseline,0.3135,0.0019,0.0564,34.036,63.0205
S6,1475.0,baseline,0.3128,0.0009,1.0686,34.034,63.107
S6,1480.0,baseline,0.3107,0.0018,-0.2538,34.031,63.0248
S6,1485.0,baseline,0.3087,0.0015,-0.8393,34.015,63.0253
S6,1490.0,baseline,0.307,0.0014,0.2672,34.019,63.1482
S6,1495.0,baseline,0.3048,0.0009,-0.2167,34.017,63.096
S6,1500.0,baseline,0.3026,0.002,0.0974,34.002,63.0316
S6,1505.0,baseline,0.3027,0.0024,0.2002,34.008,63.2482
S6,1510.0,baseline,0.305,0.0016,-1.1762,34.015,63.0344
S6,1515.0,baseline,0.3009,0.0039,3.6509,34.015,63.3686
S6,1520.0,baseline,0.291,0.0052,-4.128,34.008,63.5458
S6,1525.0,baseline,0.279,0.0028,1.5141,34.003,63.1728
S6,1530.0,baseline,0.273,0.0025,-2.2734,34.015,63.1647
S6,1535.0,baseline,0.2674,0.0022,3.5631,34.019,63.0966
S6,1540.0,baseline,0.2615,0.002,-0.616,34.021,63.1568
S6,1545.0,baseline,0.2575,0.0016,0.2133,34.011,63.1807
S6,1550.0,baseline,0.2546,0.002,-1.1798,34.004,63.1534
S6,1555.0,baseline,0.251,0.0014,0.6938,34.004,63.0669
S6,1560.0,baseline,0.2496,0.0017,0.082,34.006,63.0567
S6,1565.0,baseline,0.2467,0.0015,-1.0304,34.009,63.1735
S6,1570.0,baseline,0.2448,0.0011,0.4306,34.004,63.1471
S6,1575.0,baseline,0.2428,0.0012,0.2614,34.019,63.1274
S6,1580.0,baseline,0.2426,0.0016,0.0542,34.012,63.1288
S6,1585.0,baseline,0.2429,0.0013,-0.1658,34.018,63.2311
S6,1590.0,baseline,0.2401,0.0017,1.255,34.006,63.1254
S6,1595.0,baseline,0.2377,0.0019,-1.8526,34.001,63.0995
S6,1600.0,baseline,0.2355,0.0009,0.6637,33.988,63.1396
S6,1605.0,baseline,0.2336,0.0012,0.6831,33.996,63.3606
S6,1610.0,baseline,0.2366,0.0024,-1.682,33.984,63.4634
S6,1615.0,baseline,0.235,0.0009,1.0374,33.978,63.2584
S6,1620.0,baseline,0.2344,0.0011,0.6982,33.982,63.2042
S6,1625.0,baseline,0.2341,0.0012,-1.5334,33.984,63.2433
S6,1630.0,baseline,0.2337,0.0018,0.5887,33.974,63.3589
S6,1635.0,baseline,0.2335,0.0007,0.4242,33.96,63.0891
S6,1640.0,baseline,0.234,0.0011,0.5856,33.962,63.0666
S6,1645.0,baseline,0.2344,0.0014,-1.1252,33.954,63.2112
S6,1650.0,baseline,0.2334,0.0026,0.3343,33.95,63.2231
S6,1655.0,baseline,0.2337,0.0015,-0.3442,33.962,63.3905
S6,1660.0,baseline,0.2314,0.0012,0.1142,33.946,63.222
S6,1665.0,baseline,0.2293,0.0009,0.2872,33.954,63.134
S6,1670.0,baseline,0.2274,0.0014,0.4026,33.954,63.2907
S6,1675.0,baseline,0.2271,0.0012,-0.7046,33.948,63.3178
S6,1680.0,baseline,0.2261,0.0009,0.3567,33.958,63.2509
S6,1685.0,baseline,0.2234,0.0012,0.0137,33.948,63.4072
S6,1690.0,baseline,0.223,0.0012,-0.5995,33.944,63.2795
S6,1695.0,baseline,0.2224,0.0009,0.3528,33.944,63.1011
S6,1700.0,baseline,0.2196,0.002,5.1734,33.946,63.2382
S6,1705.0,baseline,0.2173,0.0023,-5.6976,33.956,63.2184
S6,1710.0,baseline,0.2166,0.0013,1.0494,33.94,63.1625
S6,1715.0,baseline,0.2145,0.0015,-2.2834,33.946,63.1994
S6,1720.0,baseline,0.214,0.001,2.0074,33.954,63.1806
S6,1725.0,baseline,0.2121,0.0023,-0.4728,33.958,63.0358
S6,1730.0,baseline,0.2112,0.0015,0.7199,33.948,63.1345
S6,1735.0,baseline,0.2097,0.001,-0.5221,33.965,63.039
S6,1740.0,baseline,0.2078,0.0013,0.8122,33.969,63.069
S6,1745.0,baseline,0.2087,0.0009,-5.9355,33.984,63.2186
S6,1750.0,baseline,0.2073,0.0024,5.2165,33.984,63.1847
S6,1755.0,baseline,0.2067,0.0015,4.2611,33.996,63.0766
S6,1760.0,baseline,0.2186,0.0058,1.5586,34.002,63.4564
S6,1765.0,baseline,0.2225,0.001,-8.8903,34.026,63.4538
S6,1770.0,baseline,0.223,0.0031,0.5802,34.034,63.5865
S6,1775.0,baseline,0.2176,0.0014,4.6734,34.048,62.9886
S6,1780.0,baseline,0.2154,0.0011,-2.0628,34.08,62.9636
S6,1785.0,baseline,0.213,0.0012,-0.0295,34.088,62.9635
S6,1790.0,baseline,0.2112,0.001,-0.6234,34.1,62.9714
S6,1795.0,baseline,0.2128,0.0011,-0.1216,34.114,62.9276
S6,1800.0,baseline,0.2119,0.001,1.2447,34.134,62.8744
S6,1805.0,baseline,0.2119,0.002,-2.6587,34.134,62.9911
S6,1810.0,baseline,0.21,0.0017,2.1248,34.144,63.0261
S6,1815.0,baseline,0.2108,0.002,-1.3429,34.153,63.0924
S6,1820.0,baseline,0.2137,0.002,2.4644,34.164,63.1257
S6,2440.0,stress,8.5185,0.2642,-1.7348,33.496,63.2312
S6,2445.0,stress,8.45,0.1204,0.5132,33.489,63.0888
S6,2450.0,stress,8.4195,0.1435,1.1769,33.474,63.1072
S6,2455.0,stress,8.5225,0.184,-0.4289,33.472,63.1751
S6,2460.0,stress,8.3853,0.0456,1.2056,33.466,63.0796
S6,2465.0,stress,8.2726,0.0944,-2.2138,33.462,63.1601
S6,2470.0,stress,8.3348,0.0451,0.5297,33.456,63.0758
S6,2475.0,stress,8.3879,0.1847,0.1902,33.458,63.3787
S6,2480.0,stress,8.2639,0.1011,0.7637,33.434,62.4416
S6,2485.0,stress,8.1163,0.0525,-0.5582,33.424,62.6609
S6,2490.0,stress,8.0799,0.1484,-1.8936,33.42,62.8487
S6,2495.0,stress,8.2014,0.0654,2.7814,33.41,62.4765
S6,2500.0,stress,8.0149,0.248,0.1948,33.41,62.9423
S6,2505.0,stress,7.5652,0.124,-1.1446,33.402,63.2601
S6,2510.0,stress,7.7865,0.2977,-4.3793,33.37,63.3557
S6,2515.0,stress,8.7418,0.1154,6.5522,33.353,63.2614
S6,2520.0,stress,8.6254,0.2873,9.7299,33.331,62.8117
S6,2525.0,stress,8.8592,0.1914,-14.5838,33.326,62.6707
S6,2530.0,stress,8.7896,0.1184,8.5115,33.318,62.6495
S6,2535.0,stress,9.0539,0.1317,-6.9561,33.312,63.016
S6,2540.0,stress,9.2041,0.0638,1.6269,33.306,62.8797
S6,2545.0,stress,9.2272,0.1128,-2.9116,33.302,63.017
S6,2550.0,stress,8.9871,0.1639,3.7276,33.292,63.4188
S6,2555.0,stress,9.0936,0.3426,3.8473,33.278,63.5309
S6,2560.0,stress,8.6149,0.1821,-2.5442,33.272,62.6421
S6,2565.0,stress,9.0273,0.1161,-3.3526,33.248,62.6721
S6,2570.0,stress,9.0588,0.4733,20.397,33.254,62.7152
S6,2575.0,stress,9.2194,0.2623,-12.503,33.242,62.8159
S6,2580.0,stress,8.9882,0.1299,-3.5489,33.232,63.1188
S6,2585.0,stress,8.8815,0.0443,-3.2854,33.228,62.9578
S6,2590.0,stress,8.8648,0.0452,-1.3275,33.205,62.9303
S6,2595.0,stress,9.1034,0.2249,0.7364,33.192,63.1131
S6,2600.0,stress,9.1565,0.0785,0.2922,33.174,63.1105
S6,2605.0,stress,9.2362,0.1821,2.0295,33.184,63.3135
S6,2610.0,stress,9.1137,0.1553,-2.051,33.156,63.2282
S6,2615.0,stress,9.2984,0.0868,-0.2937,33.163,62.8486
S6,2620.0,stress,9.3459,0.1542,-1.4703,33.146,63.0511
S6,2625.0,stress,9.245,0.1409,3.296,33.142,63.3322
S6,2630.0,stress,9.1272,0.04,-0.1351,33.124,62.9525
S6,2635.0,stress,9.0607,0.1291,-0.8227,33.114,62.8579
S6,2640.0,stress,9.0788,0.143,-2.7643,33.112,63.6462
S6,2645.0,stress,9.3495,0.0555,3.9056,33.102,63.1865
S6,2650.0,stress,9.5123,0.1701,-2.0783,33.102,63.2627
S6,2655.0,stress,9.3093,0.0749,1.8132,33.072,63.2429
S6,2660.0,stress,9.1746,0.0783,-1.1978,33.076,63.2216
S6,2665.0,stress,9.2207,0.0569,0.7119,33.08,63.3311
S6,2670.0,stress,9.0637,0.2373,8.9349,33.078,63.287
S6,2675.0,stress,8.952,0.2371,-13.13,33.056,63.2136
S6,2680.0,stress,8.9692,0.0592,3.9712,33.037,63.105
S6,2685.0,stress,8.8999,0.0655,-1.083,33.043,63.1303
S6,2690.0,stress,8.8408,0.0407,0.7443,33.034,63.158
S6,2695.0,stress,8.929,0.1792,1.3764,33.014,63.1667
S6,2700.0,stress,8.9654,0.145,-1.7535,33.013,63.0547
S6,2705.0,stress,8.8078,0.0329,-0.0672,32.989,63.0913
S6,2710.0,stress,8.6831,0.1623,-0.7009,32.991,63.2625
S6,2715.0,stress,8.9391,0.2883,-1.3627,32.999,63.2818
S6,2720.0,stress,8.9644,0.1335,1.2873,32.98,63.1201
S6,2725.0,stress,8.8519,0.1682,7.5951,32.979,63.3985
S6,2730.0,stress,8.911,0.2882,-6.4146,32.987,63.416
S6,2735.0,stress,9.241,0.1812,-3.0454,32.976,62.8842
S6,2740.0,stress,9.392,0.1776,3.97,32.966,63.1617
S6,2745.0,stress,9.2415,0.0629,0.5529,32.95,63.0811
S6,2750.0,stress,9.1175,0.0517,-0.8326,32.944,63.001
S6,2755.0,stress,9.0883,0.0446,0.5276,32.924,62.9141
S6,2760.0,stress,9.0535,0.0413,-0.5666,32.922,62.8408
S6,2765.0,stress,9.0757,0.0427,-1.3537,32.904,62.8888
S6,2770.0,stress,9.0747,0.0452,-1.5547,32.89,62.8824
S6,2775.0,stress,9.0108,0.0561,1.4765,32.886,62.9302
S6,2780.0,stress,8.9518,0.0249,1.0196,32.867,62.9917
S6,2785.0,stress,8.8576,0.0551,1.0841,32.849,63.0058
S6,2790.0,stress,8.8441,0.0778,-2.2396,32.849,62.8982
S6,2795.0,stress,8.9418,0.0531,-0.1396,32.844,62.9585
S6,2800.0,stress,8.9616,0.0549,-0.3571,32.837,62.9628
S6,2805.0,stress,8.9936,0.0814,-1.1543,32.829,62.9838
S6,2810.0,stress,8.9149,0.0617,3.3961,32.829,62.8889
S6,2815.0,stress,8.881,0.0889,-1.5122,32.82,62.921
S6,2820.0,stress,8.5899,0.051,1.2641,32.818,62.9212
S6,2825.0,stress,8.7164,0.1126,-0.865,32.81,62.9607
S6,2830.0,stress,8.6939,0.1053,-2.595,32.798,62.9107
S6,2835.0,stress,8.5063,0.0225,2.7226,32.778,62.85
S6,2840.0,stress,8.4988,0.0314,0.3097,32.776,62.8476
S6,2845.0,stress,8.5355,0.0501,-1.1649,32.776,62.8697
S6,2850.0,stress,8.6729,0.1192,0.3573,32.772,62.914
S6,2855.0,stress,8.4968,0.1036,-1.3285,32.772,62.9166
S6,2860.0,stress,8.7368,0.0747,1.9897,32.76,63.0938
S6,2865.0,stress,8.6277,0.0395,-4.0391,32.756,63.1625
S6,2870.0,stress,8.4937,0.0445,3.7715,32.742,63.035
S6,2875.0,stress,8.6136,0.0498,-1.6623,32.746,63.0591
S6,2880.0,stress,8.6168,0.147,4.428,32.736,63.0417
S6,2885.0,stress,8.9618,0.2469,-1.2803,32.732,62.8417
S6,2890.0,stress,9.1049,0.2413,-2.2694,32.718,62.9335
S6,2895.0,stress,8.7853,0.0261,1.6543,32.726,62.7858
S6,2900.0,stress,8.7451,0.0433,-1.8241,32.713,62.861
S6,2905.0,stress,8.8666,0.146,0.5346,32.694,62.7901
S6,2910.0,stress,8.7595,0.0997,1.0419,32.672,62.9023
S6,2915.0,stress,8.7224,0.2928,-0.658,32.666,62.7824
S6,2920.0,stress,8.7789,0.2217,0.175,32.666,62.6254
S6,2925.0,stress,8.5467,0.0132,-0.1365,32.658,62.5636
S6,2930.0,stress,8.665,0.1228,-4.7392,32.649,62.8426
S6,2935.0,stress,9.004,0.2312,8.4944,32.652,63.0356
S6,2940.0,stress,8.9172,0.0901,-7.6401,32.65,62.9464
S6,2945.0,stress,8.8819,0.0921,5.0386,32.616,62.7323
S6,2950.0,stress,8.6689,0.0338,-2.2321,32.62,62.7998
S6,2955.0,stress,8.9067,0.0925,0.2502,32.594,62.8541
S6,2960.0,stress,8.9249,0.0922,0.1523,32.582,63.0485
S6,2965.0,stress,8.9584,0.15,1.9316,32.58,63.0035
S6,2970.0,stress,8.9631,0.1418,-4.0842,32.574,62.983
S6,2975.0,stress,8.9481,0.1754,2.2426,32.564,62.9501
S6,2980.0,stress,8.9772,0.0908,2.0777,32.544,62.9775
S6,2985.0,stress,8.8234,0.0873,-2.8231,32.536,63.0566
S6,2990.0,stress,8.5401,0.1461,2.3046,32.548,63.0451
S6,2995.0,stress,8.5279,0.0443,-2.0201,32.531,62.8631
S6,3000.0,stress,8.4129,0.1496,7.8196,32.504,62.9688
S6,3005.0,stress,8.3045,0.1367,-7.8764,32.498,62.8092
S6,3010.0,stress,8.5084,0.0661,2.9922,32.493,62.865
S6,3015.0,stress,8.5262,0.0419,0.1113,32.473,63.0381
S6,3020.0,stress,8.6286,0.0755,-2.2232,32.465,62.8743
S6,3025.0,stress,8.4261,0.0534,0.0582,32.464,62.8764
S6,3030.0,stress,8.3268,0.0538,-0.1321,32.452,62.9487
S6,3035.0,stress,8.2641,0.0172,-2.0029,32.438,62.8856
S6,3040.0,stress,8.2132,0.03,1.5394,32.442,62.9016
S6,3045.0,stress,8.1926,0.0478,-0.1726,32.424,62.8612
S6,3050.0,stress,8.0716,0.0481,1.2756,32.424,62.8724
S6,3055.0,stress,7.8728,0.1048,-0.4774,32.416,63.1201
S6,3060.0,stress,7.9179,0.0496,0.3676,32.414,62.8968
S6,3065.0,stress,7.816,0.015,3.0465,32.404,62.9164
S6,3070.0,stress,7.8145,0.0408,-2.6399,32.39,62.8477
S6,3075.0,stress,7.7811,0.0522,-0.451,32.382,62.9321
S6,3080.0,stress,7.8291,0.0427,0.3126,32.38,62.9462
S6,3085.0,stress,7.8722,0.0758,1.5682,32.352,63.1852
S6,5550.0,amusement,2.2891,0.0122,-1.1492,32.402,62.7001
S6,5555.0,amusement,2.2518,0.0141,0.8356,32.406,62.701
S6,5560.0,amusement,2.369,0.086,0.9519,32.42,62.7335
S6,5565.0,amusement,2.3546,0.0384,-0.6938,32.422,62.655
S6,5570.0,amusement,2.2508,0.0232,-0.0323,32.416,62.615
S6,5575.0,amusement,2.1947,0.0123,0.0253,32.428,62.6014
S6,5580.0,amusement,2.148,0.0147,-0.4722,32.43,62.5184
S6,5585.0,amusement,2.1022,0.012,0.164,32.426,62.4248
S6,5590.0,amusement,2.0597,0.0129,0.19,32.434,62.4589
S6,5595.0,amusement,2.0278,0.0071,-0.0787,32.426,62.4148
S6,5600.0,amusement,1.9937,0.0123,0.1913,32.426,62.3741
S6,5605.0,amusement,1.9706,0.0081,0.124,32.416,62.4511
S6,5610.0,amusement,1.9405,0.0089,0.0398,32.418,62.6607
S6,5615.0,amusement,1.9116,0.0057,-0.5039,32.416,62.6821
S6,5620.0,amusement,1.9023,0.0055,-0.0937,32.4,62.6702
S6,5625.0,amusement,1.8754,0.0584,3.7637,32.408,63.8687
S6,5630.0,amusement,1.9884,0.0141,-3.6043,32.402,64.7386
S6,5635.0,amusement,2.0131,0.0527,0.7394,32.402,64.3511
S6,5640.0,amusement,2.1557,0.0331,3.13,32.39,63.4279
S6,5645.0,amusement,2.1668,0.0038,-4.1413,32.386,62.4845
S6,5650.0,amusement,2.1595,0.0072,-0.4869,32.402,62.5016
S6,5655.0,amusement,2.1496,0.0136,1.6653,32.412,62.6748
S6,5660.0,amusement,2.134,0.0188,-0.2602,32.402,62.7161
S6,5665.0,amusement,2.1292,0.0175,-0.6998,32.412,62.6528
S6,5670.0,amusement,2.0846,0.0099,0.3756,32.398,62.6402
S6,5675.0,amusement,2.0514,0.0091,0.4301,32.39,62.6385
S6,5680.0,amusement,2.0706,0.0251,-0.9458,32.392,62.7273
S6,5685.0,amusement,2.045,0.0118,-0.6358,32.384,62.7423
S6,5690.0,amusement,2.0593,0.0281,-0.2568,32.378,62.7459
S6,5695.0,amusement,2.0432,0.0131,0.3741,32.372,62.8747
S6,5700.0,amusement,2.0166,0.0075,0.5624,32.384,62.9094
S6,5705.0,amusement,1.9955,0.0061,0.4421,32.37,62.7743
S6,5710.0,amusement,1.9791,0.0063,-0.4128,32.376,62.8849
S6,5715.0,amusement,1.973,0.0197,0.0061,32.363,62.8099
S6,5720.0,amusement,2.1821,0.0467,1.5638,32.34,62.6532
S6,5725.0,amusement,2.1409,0.0197,-0.3104,32.349,62.5983
S6,5730.0,amusement,2.0756,0.0155,-1.2725,32.344,62.6205
S6,5735.0,amusement,2.0402,0.0063,1.2662,32.339,62.5805
S6,5740.0,amusement,2.0219,0.0062,-0.9492,32.338,62.6516
S6,5745.0,amusement,1.9999,0.0092,1.0816,32.337,62.7497
S6,5750.0,amusement,1.9887,0.009,-1.5764,32.33,62.7109
S6,5755.0,amusement,1.9772,0.0043,-0.9716,32.333,62.589
S6,5760.0,amusement,1.9841,0.0102,1.4587,32.335,62.5206
S6,5765.0,amusement,2.0189,0.0232,-0.3367,32.333,62.4696
S6,5770.0,amusement,1.9785,0.0131,0.824,32.327,62.4157
S6,5775.0,amusement,1.9476,0.0055,-0.4162,32.322,62.4581
S6,5780.0,amusement,1.9361,0.0029,-0.0287,32.326,62.544
S6,5785.0,amusement,1.9273,0.0053,-0.2666,32.32,62.4453
S6,5790.0,amusement,1.7308,0.1055,-1.6617,32.31,64.6675
S6,5795.0,amusement,1.687,0.0422,-0.7808,32.314,63.3389
S6,5800.0,amusement,1.7611,0.0243,1.3938,32.318,62.6021
S6,5805.0,amusement,1.8165,0.009,4.1549,32.31,62.5701
S6,5810.0,amusement,1.8111,0.0349,2.893,32.332,62.6428
S6,5815.0,amusement,1.7414,0.0094,-7.1567,32.329,62.5771
S6,5820.0,amusement,1.8169,0.0337,1.6983,32.338,62.7191
S6,5825.0,amusement,1.8311,0.0028,-0.6486,32.337,62.7005
S6,5830.0,amusement,1.8151,0.0085,-0.9753,32.337,62.6454
S6,5835.0,amusement,1.8167,0.0166,0.034,32.337,62.5181
S6,5840.0,amusement,1.8,0.0106,2.6523,32.339,62.7392
S6,5845.0,amusement,1.7696,0.0063,-1.4907,32.345,62.6766
S6,5850.0,amusement,1.7435,0.0126,0.7848,32.346,62.6512
S6,5855.0,amusement,1.7328,0.0087,-0.8376,32.349,62.8605
S6,5860.0,amusement,1.7124,0.0047,0.5292,32.338,62.8929
S6,5865.0,amusement,1.6964,0.0053,-0.3854,32.34,62.6789
S6,5870.0,amusement,1.6853,0.0047,-0.3567,32.337,62.7839
S6,5875.0,amusement,1.6762,0.0068,0.596,32.343,62.7046
S6,5880.0,amusement,1.6529,0.0053,-0.3883,32.338,62.862
S6,5885.0,amusement,1.6389,0.0042,0.012,32.344,62.8765
S6,5890.0,amusement,1.6221,0.0045,-0.5906,32.324,62.8226
S6,5895.0,amusement,1.6085,0.004,0.4929,32.344,62.8156
S6,5900.0,amusement,1.5714,0.0403,-0.4533,32.331,62.9617
S6,5905.0,amusement,1.4862,0.0374,2.9163,32.339,64.1091
S6,5910.0,amusement,1.4411,0.0531,-3.0643,32.334,64.5236
S6,5915.0,amusement,1.3468,0.0136,-0.3404,32.349,64.2673
S6,5920.0,amusement,1.3367,0.0036,-0.1609,32.357,64.0861
S7,100.0,baseline,6.0643,0.0727,0.7517,33.098,62.8518
S7,105.0,baseline,6.1447,0.0629,-6.9084,33.09,63.0695
S7,110.0,baseline,6.2699,0.0766,9.6638,33.082,62.9242
S7,115.0,baseline,6.0045,0.0659,-7.0023,33.078,63.2416
S7,120.0,baseline,5.9126,0.0548,2.0641,33.07,62.8471
S7,125.0,baseline,5.8177,0.04,0.5928,33.046,63.0016
S7,130.0,baseline,5.8109,0.0695,1.8274,33.042,62.8068
S7,135.0,baseline,5.9178,0.0193,-1.6107,33.024,62.9956
S7,140.0,baseline,5.8375,0.0226,-0.5152,33.012,63.0177
S7,145.0,baseline,5.7804,0.0153,0.9555,33.028,63.0221
S7,150.0,baseline,5.6863,0.1194,-1.6752,32.994,62.9731
S7,155.0,baseline,5.426,0.0292,1.6174,32.978,62.8191
S7,160.0,baseline,5.5859,0.0903,-1.2919,32.99,63.0562
S7,165.0,baseline,5.5596,0.0297,0.2713,32.986,63.0888
S7,170.0,baseline,5.6154,0.0886,1.0934,32.978,63.1615
S7,175.0,baseline,5.6029,0.0357,0.8578,32.97,62.7595
S7,180.0,baseline,5.5074,0.0169,-0.5592,32.958,62.7279
S7,185.0,baseline,5.4715,0.0114,-0.8339,32.954,62.6897
S7,190.0,baseline,5.4338,0.0121,0.076,32.958,62.6544
S7,195.0,baseline,5.4024,0.0083,0.6102,32.958,62.7638
S7,200.0,baseline,5.3692,0.0099,-0.0652,32.982,63.0441
S7,205.0,baseline,5.3478,0.01,-0.4003,32.99,62.9805
S7,210.0,baseline,5.3267,0.009,-0.4451,33.004,62.8708
S7,215.0,baseline,5.3139,0.0167,0.0057,33.036,62.8644
S7,220.0,baseline,5.2751,0.0091,-0.451,33.058,62.9819
S7,225.0,baseline,5.2833,0.0158,0.9544,33.102,62.8876
S7,230.0,baseline,5.2943,0.0109,-0.7126,33.136,62.9868
S7,235.0,baseline,5.2632,0.0106,0.7924,33.152,62.8573
S7,240.0,baseline,5.231,0.0094,-0.4002,33.154,62.9582
S7,245.0,baseline,5.2303,0.0071,0.6102,33.166,62.9474
S7,250.0,baseline,5.1965,0.0567,0.2188,33.19,62.8062
S7,255.0,baseline,4.9243,0.0271,0.1911,33.23,62.709
S7,260.0,baseline,4.8523,0.0161,-0.4109,33.278,62.6355
S7,265.0,baseline,4.8051,0.0182,-1.1137,33.366,62.5019
S7,270.0,baseline,4.7686,0.0072,1.0898,33.434,62.5144
S7,275.0,baseline,4.7339,0.0102,-0.7389,33.468,62.6051
S7,280.0,baseline,4.6942,0.0122,0.2512,33.518,62.5923
S7,285.0,baseline,4.662,0.0097,0.2645,33.582,62.5348
S7,290.0,baseline,4.6351,0.0071,-0.6622,33.614,62.5815
S7,295.0,baseline,4.6024,0.0167,0.575,33.648,62.626
S7,300.0,baseline,4.5852,0.0087,-1.313,33.676,62.5966
S7,305.0,baseline,4.5749,0.0046,0.5746,33.69,62.7055
S7,310.0,baseline,4.552,0.0064,0.5201,33.726,62.7431
S7,315.0,baseline,4.5334,0.0072,0.3956,33.738,62.6989
S7,320.0,baseline,4.5097,0.008,-0.7479,33.754,62.5851
S7,325.0,baseline,4.4989,0.0253,0.1279,33.794,62.7827
S7,330.0,baseline,4.6764,0.0651,0.5234,33.81,63.1443
S7,335.0,baseline,4.7578,0.0084,0.7488,33.806,63.1755
S7,340.0,baseline,4.7893,0.0131,-0.5391,33.766,63.1768
S7,345.0,baseline,4.8762,0.0251,-0.2125,33.75,62.9362
S7,350.0,baseline,4.8992,0.0058,-0.5113,33.746,63.1393
S7,355.0,baseline,4.9115,0.0031,-0.1116,33.786,63.0717
S7,360.0,baseline,4.9142,0.0088,-0.1064,33.824,63.031
S7,365.0,baseline,4.9303,0.0085,0.2766,33.882,62.8923
S7,370.0,baseline,4.9742,0.009,0.0932,33.918,62.7832
S7,375.0,baseline,4.976,0.0069,0.381,33.934,62.9539
S7,380.0,baseline,4.9679,0.0091,-0.6512,33.962,62.9736
S7,385.0,baseline,4.9745,0.0035,0.2433,33.994,62.9799
S7,390.0,baseline,4.9749,0.0045,0.1113,34.032,62.99
S7,395.0,baseline,4.953,0.0347,-0.8403,34.078,63.0631
S7,400.0,baseline,4.9038,0.0103,2.7555,34.098,63.1088
S7,405.0,baseline,4.8954,0.0042,-3.4179,34.062,63.1447
S7,410.0,baseline,4.891,0.0066,0.3661,34.008,62.9592
S7,415.0,baseline,4.8912,0.01,0.931,33.988,62.9891
S7,420.0,baseline,4.8903,0.0076,1.0651,33.97,62.9786
S7,425.0,baseline,4.8933,0.0049,-1.2806,33.918,62.888
S7,430.0,baseline,4.9004,0.0058,1.6855,33.872,62.8757
S7,435.0,baseline,4.9054,0.0046,-1.4976,33.85,62.8475
S7,440.0,baseline,4.8894,0.022,0.3418,33.806,62.9666
S7,445.0,baseline,4.7973,0.0075,0.3066,33.804,62.9346
S7,450.0,baseline,4.773,0.0056,-0.7777,33.92,62.8729
S7,455.0,baseline,4.7634,0.0064,0.8663,34.026,62.8811
S7,460.0,baseline,4.7595,0.0077,-0.01,34.114,62.8171
S7,465.0,baseline,4.7606,0.0039,-0.6561,34.17,63.0669
S7,470.0,baseline,4.7529,0.0041,0.0635,34.236,62.9002
S7,475.0,baseline,4.7473,0.0041,0.2674,34.29,62.8059
S7,480.0,baseline,4.7343,0.0074,-0.4135,34.372,62.7863
S7,485.0,baseline,4.7352,0.0037,0.4854,34.422,62.8535
